pedido_id,cliente_id,endereco_id,cupom_id,data_pedido,data,ano_mes,ano,mes,semana_iso,dia_semana_num,dia_semana_nome,hora_pedido,subtotal,desconto,total,forma_pagamento,troco_para,usou_cupom,status,foi_cancelado,foi_entregue,nota_avaliacao,nps_categoria,min_espera_producao,min_tempo_producao,min_tempo_entrega,min_ciclo_total,recebido_em,em_producao_em,saiu_entrega_em,entregue_em,cancelado_em,qtd_itens
188,44,61,,2026-01-01 17:06:20,2026-01-01,2026-01,2026,1,1,5,Thursday,17,72.9,0.0,72.9,pix,,0,entregue,0,1,5.0,promotor,7,20,32,59,2026-01-01 17:06:20,2026-01-01 17:13:20,2026-01-01 17:33:20,2026-01-01 18:05:20,,2
189,15,20,,2026-04-28 08:17:51,2026-04-28,2026-04,2026,4,18,3,Tuesday,8,175.2,0.0,175.2,pix,,0,entregue,0,1,2.0,detrator,9,27,21,57,2026-04-28 08:17:51,2026-04-28 08:26:51,2026-04-28 08:53:51,2026-04-28 09:14:51,,3
190,54,73,,2026-03-23 08:47:21,2026-03-23,2026-03,2026,3,13,2,Monday,8,78.9,0.0,78.9,pix,,0,entregue,0,1,5.0,promotor,8,23,26,57,2026-03-23 08:47:21,2026-03-23 08:55:21,2026-03-23 09:18:21,2026-03-23 09:44:21,,2
191,40,56,,2026-01-16 18:09:55,2026-01-16,2026-01,2026,1,3,6,Friday,18,62.9,0.0,62.9,cartao_credito,,0,entregue,0,1,5.0,promotor,8,28,35,71,2026-01-16 18:09:55,2026-01-16 18:17:55,2026-01-16 18:45:55,2026-01-16 19:20:55,,2
192,38,53,4.0,2026-03-02 23:26:10,2026-03-02,2026-03,2026,3,10,2,Monday,23,70.9,14.18,56.72,pix,,1,entregue,0,1,5.0,promotor,3,19,38,60,2026-03-02 23:26:10,2026-03-02 23:29:10,2026-03-02 23:48:10,2026-03-03 00:26:10,,2
193,40,56,,2025-12-21 07:59:56,2025-12-21,2025-12,2025,12,51,1,Sunday,7,109.13,0.0,109.13,pix,,0,entregue,0,1,5.0,promotor,6,22,38,66,2025-12-21 07:59:56,2025-12-21 08:05:56,2025-12-21 08:27:56,2025-12-21 09:05:56,,2
194,38,53,,2026-03-17 18:47:40,2026-03-17,2026-03,2026,3,12,3,Tuesday,18,69.9,0.0,69.9,cartao_credito,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-03-17 18:47:40,,,,2026-03-17 18:54:40,2
195,49,67,5.0,2026-05-05 09:18:30,2026-05-05,2026-05,2026,5,19,3,Tuesday,9,46.9,5.0,41.9,pix,,1,entregue,0,1,4.0,promotor,10,30,24,64,2026-05-05 09:18:30,2026-05-05 09:28:30,2026-05-05 09:58:30,2026-05-05 10:22:30,,1
196,25,35,1.0,2026-01-03 14:27:40,2026-01-03,2026-01,2026,1,1,7,Saturday,14,108.47,10.85,97.62,cartao_debito,,1,entregue,0,1,5.0,promotor,7,24,35,66,2026-01-03 14:27:40,2026-01-03 14:34:40,2026-01-03 14:58:40,2026-01-03 15:33:40,,2
197,7,10,,2026-01-15 14:45:28,2026-01-15,2026-01,2026,1,3,5,Thursday,14,69.4,0.0,69.4,pix,,0,entregue,0,1,,sem_avaliacao,6,17,19,42,2026-01-15 14:45:28,2026-01-15 14:51:28,2026-01-15 15:08:28,2026-01-15 15:27:28,,2
198,4,5,4.0,2026-01-12 20:04:34,2026-01-12,2026-01,2026,1,3,2,Monday,20,56.9,11.38,45.52,pix,,1,entregue,0,1,,sem_avaliacao,6,23,41,70,2026-01-12 20:04:34,2026-01-12 20:10:34,2026-01-12 20:33:34,2026-01-12 21:14:34,,1
199,7,10,,2026-03-02 19:13:30,2026-03-02,2026-03,2026,3,10,2,Monday,19,73.9,0.0,73.9,cartao_credito,,0,entregue,0,1,5.0,promotor,7,25,20,52,2026-03-02 19:13:30,2026-03-02 19:20:30,2026-03-02 19:45:30,2026-03-02 20:05:30,,2
200,11,15,,2026-04-24 14:07:25,2026-04-24,2026-04,2026,4,17,6,Friday,14,80.9,0.0,80.9,cartao_debito,,0,entregue,0,1,2.0,detrator,3,16,33,52,2026-04-24 14:07:25,2026-04-24 14:10:25,2026-04-24 14:26:25,2026-04-24 14:59:25,,2
201,35,49,,2026-04-24 08:31:14,2026-04-24,2026-04,2026,4,17,6,Friday,8,119.8,0.0,119.8,pix,,0,entregue,0,1,5.0,promotor,8,29,38,75,2026-04-24 08:31:14,2026-04-24 08:39:14,2026-04-24 09:08:14,2026-04-24 09:46:14,,3
202,36,51,4.0,2025-12-22 05:09:28,2025-12-22,2025-12,2025,12,52,2,Monday,5,123.13,24.63,98.5,pix,,1,entregue,0,1,,sem_avaliacao,7,26,29,62,2025-12-22 05:09:28,2025-12-22 05:16:28,2025-12-22 05:42:28,2025-12-22 06:11:28,,2
203,10,14,,2026-03-20 14:26:41,2026-03-20,2026-03,2026,3,12,6,Friday,14,60.9,0.0,60.9,cartao_debito,,0,entregue,0,1,,sem_avaliacao,4,17,16,37,2026-03-20 14:26:41,2026-03-20 14:30:41,2026-03-20 14:47:41,2026-03-20 15:03:41,,2
204,17,24,,2025-12-01 16:38:45,2025-12-01,2025-12,2025,12,49,2,Monday,16,49.9,0.0,49.9,cartao_debito,,0,entregue,0,1,5.0,promotor,6,30,44,80,2025-12-01 16:38:45,2025-12-01 16:44:45,2025-12-01 17:14:45,2025-12-01 17:58:45,,1
205,47,64,,2025-12-05 21:04:13,2025-12-05,2025-12,2025,12,49,6,Friday,21,72.9,0.0,72.9,pix,,0,saiu_para_entrega,0,0,,sem_avaliacao,4,18,,,2025-12-05 21:04:13,2025-12-05 21:08:13,2025-12-05 21:26:13,,,1
206,36,51,,2026-02-10 20:49:40,2026-02-10,2026-02,2026,2,7,3,Tuesday,20,139.47,0.0,139.47,pix,,0,entregue,0,1,5.0,promotor,10,28,43,81,2026-02-10 20:49:40,2026-02-10 20:59:40,2026-02-10 21:27:40,2026-02-10 22:10:40,,3
207,36,51,,2026-05-20 20:23:28,2026-05-20,2026-05,2026,5,21,4,Wednesday,20,68.9,0.0,68.9,pix,,0,entregue,0,1,5.0,promotor,9,15,38,62,2026-05-20 20:23:28,2026-05-20 20:32:28,2026-05-20 20:47:28,2026-05-20 21:25:28,,2
208,33,46,,2026-03-09 19:36:09,2026-03-09,2026-03,2026,3,11,2,Monday,19,73.9,0.0,73.9,pix,,0,entregue,0,1,4.0,promotor,10,26,19,55,2026-03-09 19:36:09,2026-03-09 19:46:09,2026-03-09 20:12:09,2026-03-09 20:31:09,,2
209,32,45,,2026-04-30 22:44:36,2026-04-30,2026-04,2026,4,18,5,Thursday,22,105.13,0.0,105.13,cartao_debito,,0,entregue,0,1,5.0,promotor,4,24,16,44,2026-04-30 22:44:36,2026-04-30 22:48:36,2026-04-30 23:12:36,2026-04-30 23:28:36,,2
210,34,48,,2025-11-29 15:36:09,2025-11-29,2025-11,2025,11,48,7,Saturday,15,158.2,0.0,158.2,cartao_credito,,0,entregue,0,1,4.0,promotor,6,19,16,41,2025-11-29 15:36:09,2025-11-29 15:42:09,2025-11-29 16:01:09,2025-11-29 16:17:09,,3
211,9,12,3.0,2026-02-22 19:31:25,2026-02-22,2026-02,2026,2,8,1,Sunday,19,137.8,20.0,117.8,pix,,1,entregue,0,1,5.0,promotor,6,22,22,50,2026-02-22 19:31:25,2026-02-22 19:37:25,2026-02-22 19:59:25,2026-02-22 20:21:25,,3
212,10,14,,2026-02-15 03:52:14,2026-02-15,2026-02,2026,2,7,1,Sunday,3,57.57,0.0,57.57,cartao_debito,,0,entregue,0,1,5.0,promotor,8,19,39,66,2026-02-15 03:52:14,2026-02-15 04:00:14,2026-02-15 04:19:14,2026-02-15 04:58:14,,2
213,35,49,4.0,2026-03-03 20:35:30,2026-03-03,2026-03,2026,3,10,3,Tuesday,20,118.8,23.76,95.04,cartao_credito,,1,entregue,0,1,5.0,promotor,5,15,27,47,2026-03-03 20:35:30,2026-03-03 20:40:30,2026-03-03 20:55:30,2026-03-03 21:22:30,,2
214,7,10,3.0,2025-11-25 15:56:41,2025-11-25,2025-11,2025,11,48,3,Tuesday,15,137.8,20.0,117.8,pix,,1,entregue,0,1,4.0,promotor,9,18,43,70,2025-11-25 15:56:41,2025-11-25 16:05:41,2025-11-25 16:23:41,2025-11-25 17:06:41,,3
215,33,46,,2026-01-14 21:40:16,2026-01-14,2026-01,2026,1,3,4,Wednesday,21,66.9,0.0,66.9,pix,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-01-14 21:40:16,,,,2026-01-14 21:44:16,1
216,15,20,,2026-02-10 13:09:27,2026-02-10,2026-02,2026,2,7,3,Tuesday,13,121.13,0.0,121.13,pix,,0,saiu_para_entrega,0,0,,sem_avaliacao,8,29,,,2026-02-10 13:09:27,2026-02-10 13:17:27,2026-02-10 13:46:27,,,2
217,21,30,,2025-12-04 19:46:07,2025-12-04,2025-12,2025,12,49,5,Thursday,19,167.7,0.0,167.7,pix,,0,entregue,0,1,2.0,detrator,5,15,39,59,2025-12-04 19:46:07,2025-12-04 19:51:07,2025-12-04 20:06:07,2025-12-04 20:45:07,,4
218,33,46,,2026-05-04 19:45:41,2026-05-04,2026-05,2026,5,19,2,Monday,19,49.4,0.0,49.4,pix,,0,entregue,0,1,4.0,promotor,9,30,30,69,2026-05-04 19:45:41,2026-05-04 19:54:41,2026-05-04 20:24:41,2026-05-04 20:54:41,,1
219,12,16,,2026-02-14 21:31:44,2026-02-14,2026-02,2026,2,7,7,Saturday,21,51.9,0.0,51.9,cartao_credito,,0,entregue,0,1,5.0,promotor,10,22,28,60,2026-02-14 21:31:44,2026-02-14 21:41:44,2026-02-14 22:03:44,2026-02-14 22:31:44,,1
220,7,10,,2026-02-17 18:56:02,2026-02-17,2026-02,2026,2,8,3,Tuesday,18,60.9,0.0,60.9,cartao_credito,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-02-17 18:56:02,,,,2026-02-17 18:58:02,1
221,19,28,,2026-02-19 11:18:39,2026-02-19,2026-02,2026,2,8,5,Thursday,11,52.9,0.0,52.9,cartao_credito,,0,em_producao,0,0,,sem_avaliacao,5,,,,2026-02-19 11:18:39,2026-02-19 11:23:39,,,,1
222,21,30,5.0,2026-02-17 02:29:37,2026-02-17,2026-02,2026,2,8,3,Tuesday,2,139.8,5.0,134.8,pix,,1,cancelado,1,0,,sem_avaliacao,,,,,2026-02-17 02:29:37,,,,2026-02-17 02:35:37,3
223,25,35,3.0,2025-11-30 20:58:21,2025-11-30,2025-11,2025,11,48,1,Sunday,20,110.8,20.0,90.8,pix,,1,entregue,0,1,5.0,promotor,5,20,42,67,2025-11-30 20:58:21,2025-11-30 21:03:21,2025-11-30 21:23:21,2025-11-30 22:05:21,,2
224,52,71,1.0,2025-11-22 19:31:15,2025-11-22,2025-11,2025,11,47,7,Saturday,19,107.8,10.78,97.02,cartao_credito,,1,entregue,0,1,5.0,promotor,10,29,28,67,2025-11-22 19:31:15,2025-11-22 19:41:15,2025-11-22 20:10:15,2025-11-22 20:38:15,,2
225,59,79,,2025-12-08 04:26:11,2025-12-08,2025-12,2025,12,50,2,Monday,4,132.3,0.0,132.3,cartao_credito,,0,entregue,0,1,5.0,promotor,7,20,45,72,2025-12-08 04:26:11,2025-12-08 04:33:11,2025-12-08 04:53:11,2025-12-08 05:38:11,,3
226,45,62,,2026-01-01 19:06:36,2026-01-01,2026-01,2026,1,1,5,Thursday,19,171.87,0.0,171.87,cartao_credito,,0,entregue,0,1,1.0,detrator,4,30,38,72,2026-01-01 19:06:36,2026-01-01 19:10:36,2026-01-01 19:40:36,2026-01-01 20:18:36,,3
227,55,74,3.0,2025-12-31 21:26:26,2025-12-31,2025-12,2025,12,53,4,Wednesday,21,128.8,20.0,108.8,cartao_credito,,1,entregue,0,1,,sem_avaliacao,8,21,15,44,2025-12-31 21:26:26,2025-12-31 21:34:26,2025-12-31 21:55:26,2025-12-31 22:10:26,,3
228,31,44,,2026-05-18 18:02:41,2026-05-18,2026-05,2026,5,21,2,Monday,18,115.3,0.0,115.3,cartao_debito,,0,entregue,0,1,5.0,promotor,5,29,43,77,2026-05-18 18:02:41,2026-05-18 18:07:41,2026-05-18 18:36:41,2026-05-18 19:19:41,,2
229,10,14,,2026-01-14 21:21:24,2026-01-14,2026-01,2026,1,3,4,Wednesday,21,113.13,0.0,113.13,cartao_credito,,0,entregue,0,1,4.0,promotor,5,27,20,52,2026-01-14 21:21:24,2026-01-14 21:26:24,2026-01-14 21:53:24,2026-01-14 22:13:24,,3
230,33,46,,2025-11-26 21:57:32,2025-11-26,2025-11,2025,11,48,4,Wednesday,21,50.9,0.0,50.9,cartao_debito,,0,entregue,0,1,,sem_avaliacao,8,30,38,76,2025-11-26 21:57:32,2025-11-26 22:05:32,2025-11-26 22:35:32,2025-11-26 23:13:32,,1
231,14,18,,2026-04-11 03:24:45,2026-04-11,2026-04,2026,4,15,7,Saturday,3,94.3,0.0,94.3,cartao_credito,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-04-11 03:24:45,,,,2026-04-11 03:26:45,2
232,13,17,4.0,2026-01-16 14:20:49,2026-01-16,2026-01,2026,1,3,6,Friday,14,64.4,12.88,51.52,pix,,1,entregue,0,1,4.0,promotor,4,23,19,46,2026-01-16 14:20:49,2026-01-16 14:24:49,2026-01-16 14:47:49,2026-01-16 15:06:49,,2
233,9,12,,2025-11-27 18:43:03,2025-11-27,2025-11,2025,11,48,5,Thursday,18,109.8,0.0,109.8,pix,,0,entregue,0,1,5.0,promotor,3,17,28,48,2025-11-27 18:43:03,2025-11-27 18:46:03,2025-11-27 19:03:03,2025-11-27 19:31:03,,2
234,30,42,,2026-01-20 20:45:49,2026-01-20,2026-01,2026,1,4,3,Tuesday,20,110.3,0.0,110.3,cartao_debito,,0,entregue,0,1,4.0,promotor,6,22,19,47,2026-01-20 20:45:49,2026-01-20 20:51:49,2026-01-20 21:13:49,2026-01-20 21:32:49,,3
235,7,10,,2026-02-08 21:50:06,2026-02-08,2026-02,2026,2,6,1,Sunday,21,106.8,0.0,106.8,cartao_credito,,0,entregue,0,1,,sem_avaliacao,4,24,32,60,2026-02-08 21:50:06,2026-02-08 21:54:06,2026-02-08 22:18:06,2026-02-08 22:50:06,,2
236,28,39,,2026-03-11 20:34:44,2026-03-11,2026-03,2026,3,11,4,Wednesday,20,66.9,0.0,66.9,cartao_credito,,0,entregue,0,1,,sem_avaliacao,4,30,18,52,2026-03-11 20:34:44,2026-03-11 20:38:44,2026-03-11 21:08:44,2026-03-11 21:26:44,,2
237,21,30,,2026-02-25 19:03:05,2026-02-25,2026-02,2026,2,9,4,Wednesday,19,69.9,0.0,69.9,pix,,0,entregue,0,1,5.0,promotor,5,15,39,59,2026-02-25 19:03:05,2026-02-25 19:08:05,2026-02-25 19:23:05,2026-02-25 20:02:05,,2
238,59,79,,2026-01-27 23:37:00,2026-01-27,2026-01,2026,1,5,3,Tuesday,23,62.4,0.0,62.4,pix,,0,entregue,0,1,,sem_avaliacao,9,19,42,70,2026-01-27 23:37:00,2026-01-27 23:46:00,2026-01-28 00:05:00,2026-01-28 00:47:00,,2
239,26,36,,2026-03-22 15:24:25,2026-03-22,2026-03,2026,3,12,1,Sunday,15,142.8,0.0,142.8,pix,,0,entregue,0,1,3.0,neutro,6,20,30,56,2026-03-22 15:24:25,2026-03-22 15:30:25,2026-03-22 15:50:25,2026-03-22 16:20:25,,3
240,30,42,,2026-05-14 20:38:59,2026-05-14,2026-05,2026,5,20,5,Thursday,20,108.8,0.0,108.8,cartao_credito,,0,entregue,0,1,,sem_avaliacao,5,29,31,65,2026-05-14 20:38:59,2026-05-14 20:43:59,2026-05-14 21:12:59,2026-05-14 21:43:59,,2
241,37,52,,2026-01-31 02:02:36,2026-01-31,2026-01,2026,1,5,7,Saturday,2,113.13,0.0,113.13,cartao_credito,,0,entregue,0,1,5.0,promotor,8,18,33,59,2026-01-31 02:02:36,2026-01-31 02:10:36,2026-01-31 02:28:36,2026-01-31 03:01:36,,2
242,41,58,,2026-03-06 21:19:39,2026-03-06,2026-03,2026,3,10,6,Friday,21,190.7,0.0,190.7,cartao_credito,,0,entregue,0,1,5.0,promotor,8,15,30,53,2026-03-06 21:19:39,2026-03-06 21:27:39,2026-03-06 21:42:39,2026-03-06 22:12:39,,4
243,32,45,,2025-12-07 09:04:54,2025-12-07,2025-12,2025,12,49,1,Sunday,9,118.8,0.0,118.8,pix,,0,entregue,0,1,,sem_avaliacao,7,19,34,60,2025-12-07 09:04:54,2025-12-07 09:11:54,2025-12-07 09:30:54,2025-12-07 10:04:54,,3
244,22,31,1.0,2025-12-07 23:38:59,2025-12-07,2025-12,2025,12,49,1,Sunday,23,71.4,7.14,64.26,pix,,1,cancelado,1,0,,sem_avaliacao,,,,,2025-12-07 23:38:59,,,,2025-12-07 23:46:59,2
245,30,42,,2026-02-06 18:30:47,2026-02-06,2026-02,2026,2,6,6,Friday,18,91.57,0.0,91.57,cartao_debito,,0,saiu_para_entrega,0,0,,sem_avaliacao,6,27,,,2026-02-06 18:30:47,2026-02-06 18:36:47,2026-02-06 19:03:47,,,2
246,3,4,,2025-12-10 22:40:22,2025-12-10,2025-12,2025,12,50,4,Wednesday,22,121.3,0.0,121.3,pix,,0,saiu_para_entrega,0,0,,sem_avaliacao,9,23,,,2025-12-10 22:40:22,2025-12-10 22:49:22,2025-12-10 23:12:22,,,2
247,21,30,,2026-03-07 00:00:53,2026-03-07,2026-03,2026,3,10,7,Saturday,0,57.9,0.0,57.9,pix,,0,entregue,0,1,,sem_avaliacao,9,18,31,58,2026-03-07 00:00:53,2026-03-07 00:09:53,2026-03-07 00:27:53,2026-03-07 00:58:53,,2
248,14,18,,2026-03-17 19:45:07,2026-03-17,2026-03,2026,3,12,3,Tuesday,19,111.8,0.0,111.8,cartao_debito,,0,entregue,0,1,5.0,promotor,5,27,36,68,2026-03-17 19:45:07,2026-03-17 19:50:07,2026-03-17 20:17:07,2026-03-17 20:53:07,,2
249,50,68,,2025-12-05 14:03:24,2025-12-05,2025-12,2025,12,49,6,Friday,14,80.9,0.0,80.9,cartao_debito,,0,entregue,0,1,5.0,promotor,3,23,45,71,2025-12-05 14:03:24,2025-12-05 14:06:24,2025-12-05 14:29:24,2025-12-05 15:14:24,,2
250,46,63,,2026-01-10 08:04:04,2026-01-10,2026-01,2026,1,2,7,Saturday,8,45.9,0.0,45.9,cartao_debito,,0,entregue,0,1,5.0,promotor,7,29,15,51,2026-01-10 08:04:04,2026-01-10 08:11:04,2026-01-10 08:40:04,2026-01-10 08:55:04,,1
251,28,39,,2026-02-07 21:49:51,2026-02-07,2026-02,2026,2,6,7,Saturday,21,169.3,0.0,169.3,dinheiro,219.3,0,entregue,0,1,,sem_avaliacao,6,15,27,48,2026-02-07 21:49:51,2026-02-07 21:55:51,2026-02-07 22:10:51,2026-02-07 22:37:51,,3
252,19,28,5.0,2026-03-27 12:35:02,2026-03-27,2026-03,2026,3,13,6,Friday,12,68.9,5.0,63.9,pix,,1,saiu_para_entrega,0,0,,sem_avaliacao,6,24,,,2026-03-27 12:35:02,2026-03-27 12:41:02,2026-03-27 13:05:02,,,2
253,38,53,,2026-01-06 18:04:50,2026-01-06,2026-01,2026,1,2,3,Tuesday,18,100.8,0.0,100.8,dinheiro,110.8,0,entregue,0,1,,sem_avaliacao,7,30,32,69,2026-01-06 18:04:50,2026-01-06 18:11:50,2026-01-06 18:41:50,2026-01-06 19:13:50,,2
254,15,20,,2026-05-20 06:47:09,2026-05-20,2026-05,2026,5,21,4,Wednesday,6,42.9,0.0,42.9,dinheiro,47.9,0,entregue,0,1,3.0,neutro,3,30,44,77,2026-05-20 06:47:09,2026-05-20 06:50:09,2026-05-20 07:20:09,2026-05-20 08:04:09,,1
255,53,72,2.0,2025-12-12 08:38:51,2025-12-12,2025-12,2025,12,50,6,Friday,8,120.47,18.07,102.4,pix,,1,entregue,0,1,,sem_avaliacao,4,21,28,53,2025-12-12 08:38:51,2025-12-12 08:42:51,2025-12-12 09:03:51,2025-12-12 09:31:51,,3
256,11,15,,2026-04-05 17:10:28,2026-04-05,2026-04,2026,4,14,1,Sunday,17,115.8,0.0,115.8,cartao_debito,,0,entregue,0,1,,sem_avaliacao,3,19,18,40,2026-04-05 17:10:28,2026-04-05 17:13:28,2026-04-05 17:32:28,2026-04-05 17:50:28,,3
257,45,62,,2025-12-16 12:40:17,2025-12-16,2025-12,2025,12,51,3,Tuesday,12,163.8,0.0,163.8,pix,,0,entregue,0,1,,sem_avaliacao,9,22,45,76,2025-12-16 12:40:17,2025-12-16 12:49:17,2025-12-16 13:11:17,2025-12-16 13:56:17,,3
258,35,49,4.0,2026-02-28 13:49:40,2026-02-28,2026-02,2026,2,9,7,Saturday,13,69.9,13.98,55.92,pix,,1,entregue,0,1,4.0,promotor,7,16,21,44,2026-02-28 13:49:40,2026-02-28 13:56:40,2026-02-28 14:12:40,2026-02-28 14:33:40,,1
259,52,71,,2026-05-13 20:02:06,2026-05-13,2026-05,2026,5,20,4,Wednesday,20,68.9,0.0,68.9,pix,,0,entregue,0,1,3.0,neutro,5,20,40,65,2026-05-13 20:02:06,2026-05-13 20:07:06,2026-05-13 20:27:06,2026-05-13 21:07:06,,2
260,16,22,,2026-04-13 17:12:24,2026-04-13,2026-04,2026,4,16,2,Monday,17,64.4,0.0,64.4,pix,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-04-13 17:12:24,,,,2026-04-13 17:21:24,2
261,13,17,,2026-01-25 09:44:36,2026-01-25,2026-01,2026,1,4,1,Sunday,9,60.23,0.0,60.23,cartao_credito,,0,entregue,0,1,,sem_avaliacao,5,18,42,65,2026-01-25 09:44:36,2026-01-25 09:49:36,2026-01-25 10:07:36,2026-01-25 10:49:36,,1
262,37,52,,2026-03-08 21:05:26,2026-03-08,2026-03,2026,3,10,1,Sunday,21,63.9,0.0,63.9,cartao_debito,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-03-08 21:05:26,,,,2026-03-08 21:14:26,1
263,38,53,,2025-12-20 22:57:00,2025-12-20,2025-12,2025,12,51,7,Saturday,22,61.9,0.0,61.9,cartao_debito,,0,entregue,0,1,4.0,promotor,3,16,30,49,2025-12-20 22:57:00,2025-12-20 23:00:00,2025-12-20 23:16:00,2025-12-20 23:46:00,,1
264,47,64,,2026-02-08 22:08:22,2026-02-08,2026-02,2026,2,6,1,Sunday,22,78.4,0.0,78.4,cartao_credito,,0,entregue,0,1,,sem_avaliacao,4,15,30,49,2026-02-08 22:08:22,2026-02-08 22:12:22,2026-02-08 22:27:22,2026-02-08 22:57:22,,2
265,24,34,,2026-03-23 18:40:00,2026-03-23,2026-03,2026,3,13,2,Monday,18,70.9,0.0,70.9,pix,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-03-23 18:40:00,,,,2026-03-23 18:53:00,1
266,44,61,5.0,2025-12-07 19:21:47,2025-12-07,2025-12,2025,12,49,1,Sunday,19,58.9,5.0,53.9,pix,,1,em_producao,0,0,,sem_avaliacao,8,,,,2025-12-07 19:21:47,2025-12-07 19:29:47,,,,1
267,50,68,,2025-12-31 10:21:15,2025-12-31,2025-12,2025,12,53,4,Wednesday,10,75.9,0.0,75.9,cartao_debito,,0,entregue,0,1,3.0,neutro,10,21,39,70,2025-12-31 10:21:15,2025-12-31 10:31:15,2025-12-31 10:52:15,2025-12-31 11:31:15,,2
268,40,56,1.0,2026-02-01 21:44:51,2026-02-01,2026-02,2026,2,5,1,Sunday,21,60.9,6.09,54.81,cartao_debito,,1,saiu_para_entrega,0,0,,sem_avaliacao,4,21,,,2026-02-01 21:44:51,2026-02-01 21:48:51,2026-02-01 22:09:51,,,2
269,56,75,,2025-12-31 18:40:01,2025-12-31,2025-12,2025,12,53,4,Wednesday,18,135.8,0.0,135.8,cartao_credito,,0,entregue,0,1,5.0,promotor,5,30,26,61,2025-12-31 18:40:01,2025-12-31 18:45:01,2025-12-31 19:15:01,2025-12-31 19:41:01,,3
270,37,52,,2025-12-17 22:19:10,2025-12-17,2025-12,2025,12,51,4,Wednesday,22,139.8,0.0,139.8,dinheiro,149.8,0,entregue,0,1,3.0,neutro,6,30,26,62,2025-12-17 22:19:10,2025-12-17 22:25:10,2025-12-17 22:55:10,2025-12-17 23:21:10,,3
271,9,12,,2026-02-15 14:11:13,2026-02-15,2026-02,2026,2,7,1,Sunday,14,97.9,0.0,97.9,pix,,0,entregue,0,1,,sem_avaliacao,3,25,26,54,2026-02-15 14:11:13,2026-02-15 14:14:13,2026-02-15 14:39:13,2026-02-15 15:05:13,,2
272,10,14,1.0,2025-11-22 23:34:32,2025-11-22,2025-11,2025,11,47,7,Saturday,23,160.2,16.02,144.18,pix,,1,entregue,0,1,4.0,promotor,7,30,43,80,2025-11-22 23:34:32,2025-11-22 23:41:32,2025-11-23 00:11:32,2025-11-23 00:54:32,,4
273,60,80,,2026-04-19 14:01:05,2026-04-19,2026-04,2026,4,16,1,Sunday,14,48.9,0.0,48.9,pix,,0,entregue,0,1,4.0,promotor,10,17,31,58,2026-04-19 14:01:05,2026-04-19 14:11:05,2026-04-19 14:28:05,2026-04-19 14:59:05,,1
274,29,40,,2026-05-10 19:13:46,2026-05-10,2026-05,2026,5,19,1,Sunday,19,212.37,0.0,212.37,cartao_debito,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-05-10 19:13:46,,,,2026-05-10 19:17:46,4
275,12,16,,2026-03-09 18:36:48,2026-03-09,2026-03,2026,3,11,2,Monday,18,128.13,0.0,128.13,pix,,0,em_producao,0,0,,sem_avaliacao,6,,,,2026-03-09 18:36:48,2026-03-09 18:42:48,,,,3
276,31,44,,2025-12-15 19:57:18,2025-12-15,2025-12,2025,12,51,2,Monday,19,65.9,0.0,65.9,pix,,0,entregue,0,1,4.0,promotor,10,22,15,47,2025-12-15 19:57:18,2025-12-15 20:07:18,2025-12-15 20:29:18,2025-12-15 20:44:18,,1
277,33,46,,2026-04-12 19:54:16,2026-04-12,2026-04,2026,4,15,1,Sunday,19,97.8,0.0,97.8,cartao_credito,,0,entregue,0,1,5.0,promotor,3,19,25,47,2026-04-12 19:54:16,2026-04-12 19:57:16,2026-04-12 20:16:16,2026-04-12 20:41:16,,2
278,7,10,,2026-03-17 20:34:20,2026-03-17,2026-03,2026,3,12,3,Tuesday,20,84.9,0.0,84.9,cartao_credito,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-03-17 20:34:20,,,,2026-03-17 20:47:20,2
279,11,15,,2025-12-11 12:32:14,2025-12-11,2025-12,2025,12,50,5,Thursday,12,98.9,0.0,98.9,pix,,0,cancelado,1,0,,sem_avaliacao,,,,,2025-12-11 12:32:14,,,,2025-12-11 12:35:14,2
280,49,67,,2026-01-26 11:19:01,2026-01-26,2026-01,2026,1,5,2,Monday,11,56.9,0.0,56.9,cartao_debito,,0,entregue,0,1,,sem_avaliacao,4,22,19,45,2026-01-26 11:19:01,2026-01-26 11:23:01,2026-01-26 11:45:01,2026-01-26 12:04:01,,1
