id,pedido_id,status_anterior,status_novo,created_at,minutos_desde_status_anterior
910,247,recebido,em_producao,2026-03-07 00:09:53,9.0
911,247,em_producao,saiu_para_entrega,2026-03-07 00:27:53,18.0
912,247,saiu_para_entrega,entregue,2026-03-07 00:58:53,31.0
913,248,,recebido,2026-03-17 19:45:07,
914,248,recebido,em_producao,2026-03-17 19:50:07,5.0
915,248,em_producao,saiu_para_entrega,2026-03-17 20:17:07,27.0
916,248,saiu_para_entrega,entregue,2026-03-17 20:53:07,36.0
917,249,,recebido,2025-12-05 14:03:24,
918,249,recebido,em_producao,2025-12-05 14:06:24,3.0
919,249,em_producao,saiu_para_entrega,2025-12-05 14:29:24,23.0
920,249,saiu_para_entrega,entregue,2025-12-05 15:14:24,45.0
921,250,,recebido,2026-01-10 08:04:04,
922,250,recebido,em_producao,2026-01-10 08:11:04,7.0
923,250,em_producao,saiu_para_entrega,2026-01-10 08:40:04,29.0
924,250,saiu_para_entrega,entregue,2026-01-10 08:55:04,15.0
925,251,,recebido,2026-02-07 21:49:51,
926,251,recebido,em_producao,2026-02-07 21:55:51,6.0
927,251,em_producao,saiu_para_entrega,2026-02-07 22:10:51,15.0
928,251,saiu_para_entrega,entregue,2026-02-07 22:37:51,27.0
929,252,,recebido,2026-03-27 12:35:02,
930,252,recebido,em_producao,2026-03-27 12:41:02,6.0
931,252,em_producao,saiu_para_entrega,2026-03-27 13:05:02,24.0
932,253,,recebido,2026-01-06 18:04:50,
933,253,recebido,em_producao,2026-01-06 18:11:50,7.0
934,253,em_producao,saiu_para_entrega,2026-01-06 18:41:50,30.0
935,253,saiu_para_entrega,entregue,2026-01-06 19:13:50,32.0
936,254,,recebido,2026-05-20 06:47:09,
937,254,recebido,em_producao,2026-05-20 06:50:09,3.0
938,254,em_producao,saiu_para_entrega,2026-05-20 07:20:09,30.0
939,254,saiu_para_entrega,entregue,2026-05-20 08:04:09,44.0
940,255,,recebido,2025-12-12 08:38:51,
941,255,recebido,em_producao,2025-12-12 08:42:51,4.0
942,255,em_producao,saiu_para_entrega,2025-12-12 09:03:51,21.0
943,255,saiu_para_entrega,entregue,2025-12-12 09:31:51,28.0
944,256,,recebido,2026-04-05 17:10:28,
945,256,recebido,em_producao,2026-04-05 17:13:28,3.0
946,256,em_producao,saiu_para_entrega,2026-04-05 17:32:28,19.0
947,256,saiu_para_entrega,entregue,2026-04-05 17:50:28,18.0
948,257,,recebido,2025-12-16 12:40:17,
949,257,recebido,em_producao,2025-12-16 12:49:17,9.0
950,257,em_producao,saiu_para_entrega,2025-12-16 13:11:17,22.0
951,257,saiu_para_entrega,entregue,2025-12-16 13:56:17,45.0
952,258,,recebido,2026-02-28 13:49:40,
953,258,recebido,em_producao,2026-02-28 13:56:40,7.0
954,258,em_producao,saiu_para_entrega,2026-02-28 14:12:40,16.0
955,258,saiu_para_entrega,entregue,2026-02-28 14:33:40,21.0
956,259,,recebido,2026-05-13 20:02:06,
957,259,recebido,em_producao,2026-05-13 20:07:06,5.0
958,259,em_producao,saiu_para_entrega,2026-05-13 20:27:06,20.0
959,259,saiu_para_entrega,entregue,2026-05-13 21:07:06,40.0
960,260,,recebido,2026-04-13 17:12:24,
961,260,recebido,cancelado,2026-04-13 17:21:24,9.0
962,261,,recebido,2026-01-25 09:44:36,
963,261,recebido,em_producao,2026-01-25 09:49:36,5.0
964,261,em_producao,saiu_para_entrega,2026-01-25 10:07:36,18.0
965,261,saiu_para_entrega,entregue,2026-01-25 10:49:36,42.0
966,262,,recebido,2026-03-08 21:05:26,
967,262,recebido,cancelado,2026-03-08 21:14:26,9.0
968,263,,recebido,2025-12-20 22:57:00,
969,263,recebido,em_producao,2025-12-20 23:00:00,3.0
970,263,em_producao,saiu_para_entrega,2025-12-20 23:16:00,16.0
971,263,saiu_para_entrega,entregue,2025-12-20 23:46:00,30.0
972,264,,recebido,2026-02-08 22:08:22,
973,264,recebido,em_producao,2026-02-08 22:12:22,4.0
974,264,em_producao,saiu_para_entrega,2026-02-08 22:27:22,15.0
975,264,saiu_para_entrega,entregue,2026-02-08 22:57:22,30.0
976,265,,recebido,2026-03-23 18:40:00,
977,265,recebido,cancelado,2026-03-23 18:53:00,13.0
978,266,,recebido,2025-12-07 19:21:47,
979,266,recebido,em_producao,2025-12-07 19:29:47,8.0
980,267,,recebido,2025-12-31 10:21:15,
981,267,recebido,em_producao,2025-12-31 10:31:15,10.0
982,267,em_producao,saiu_para_entrega,2025-12-31 10:52:15,21.0
983,267,saiu_para_entrega,entregue,2025-12-31 11:31:15,39.0
984,268,,recebido,2026-02-01 21:44:51,
985,268,recebido,em_producao,2026-02-01 21:48:51,4.0
986,268,em_producao,saiu_para_entrega,2026-02-01 22:09:51,21.0
987,269,,recebido,2025-12-31 18:40:01,
988,269,recebido,em_producao,2025-12-31 18:45:01,5.0
989,269,em_producao,saiu_para_entrega,2025-12-31 19:15:01,30.0
990,269,saiu_para_entrega,entregue,2025-12-31 19:41:01,26.0
991,270,,recebido,2025-12-17 22:19:10,
992,270,recebido,em_producao,2025-12-17 22:25:10,6.0
993,270,em_producao,saiu_para_entrega,2025-12-17 22:55:10,30.0
994,270,saiu_para_entrega,entregue,2025-12-17 23:21:10,26.0
995,271,,recebido,2026-02-15 14:11:13,
996,271,recebido,em_producao,2026-02-15 14:14:13,3.0
997,271,em_producao,saiu_para_entrega,2026-02-15 14:39:13,25.0
998,271,saiu_para_entrega,entregue,2026-02-15 15:05:13,26.0
999,272,,recebido,2025-11-22 23:34:32,
1000,272,recebido,em_producao,2025-11-22 23:41:32,7.0
1001,272,em_producao,saiu_para_entrega,2025-11-23 00:11:32,30.0
1002,272,saiu_para_entrega,entregue,2025-11-23 00:54:32,43.0
1003,273,,recebido,2026-04-19 14:01:05,
1004,273,recebido,em_producao,2026-04-19 14:11:05,10.0
1005,273,em_producao,saiu_para_entrega,2026-04-19 14:28:05,17.0
1006,273,saiu_para_entrega,entregue,2026-04-19 14:59:05,31.0
1007,274,,recebido,2026-05-10 19:13:46,
1008,274,recebido,cancelado,2026-05-10 19:17:46,4.0
1009,275,,recebido,2026-03-09 18:36:48,
1010,275,recebido,em_producao,2026-03-09 18:42:48,6.0
1011,276,,recebido,2025-12-15 19:57:18,
1012,276,recebido,em_producao,2025-12-15 20:07:18,10.0
1013,276,em_producao,saiu_para_entrega,2025-12-15 20:29:18,22.0
1014,276,saiu_para_entrega,entregue,2025-12-15 20:44:18,15.0
1015,277,,recebido,2026-04-12 19:54:16,
1016,277,recebido,em_producao,2026-04-12 19:57:16,3.0
1017,277,em_producao,saiu_para_entrega,2026-04-12 20:16:16,19.0
1018,277,saiu_para_entrega,entregue,2026-04-12 20:41:16,25.0
1019,278,,recebido,2026-03-17 20:34:20,
1020,278,recebido,cancelado,2026-03-17 20:47:20,13.0
1021,279,,recebido,2025-12-11 12:32:14,
1022,279,recebido,cancelado,2025-12-11 12:35:14,3.0
1023,280,,recebido,2026-01-26 11:19:01,
1024,280,recebido,em_producao,2026-01-26 11:23:01,4.0
1025,280,em_producao,saiu_para_entrega,2026-01-26 11:45:01,22.0
1026,280,saiu_para_entrega,entregue,2026-01-26 12:04:01,19.0
